--------- beginning of main
05-13 10:51:46.992 I/ReactNativeJS( 5250): Running "main" with {"rootTag":1,"initialProps":{},"fabric":true}
05-13 10:51:47.269 I/ReactNativeJS( 5250): '[analytics]', 'sync_started', { trigger: 'cold_start' }
05-13 10:51:47.271 I/ReactNativeJS( 5250): '[analytics]', 'health_platform_read_skipped', { trigger: 'foreground', reason: 'no_user' }
05-13 10:59:43.898 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=2d e8 ea 69 listeners=1
05-13 10:59:43.942 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=7a e7 ea 69 listeners=1
05-13 10:59:43.943 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=31 e7 ea 69 listeners=1
05-13 10:59:43.944 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=ae e6 ea 69 listeners=1
05-13 10:59:43.945 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=26 e6 ea 69 listeners=1
05-13 10:59:43.945 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=34 e5 ea 69 listeners=1
05-13 10:59:43.947 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=e3 e4 ea 69 listeners=1
05-13 10:59:43.948 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=96 e4 ea 69 listeners=1
05-13 10:59:43.949 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=f8 e3 ea 69 listeners=1
05-13 10:59:43.950 I/ReactNativeJS( 5250): [ble-trace] backfillBPHistoryOlderThan returned 50 packet(s); first.ts=1777780482 last.ts=1777001464
05-13 10:59:43.952 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.959 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.976 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.979 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.981 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.984 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.987 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.990 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.993 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.996 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:43.999 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.002 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.004 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.009 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.016 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.018 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.020 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.022 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'confirmed_urgent' }
05-13 10:59:44.024 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.025 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.326 I/ReactNativeJS( 5250): [ble-trace] backfillBPHistoryOlderThan enter anchorTs=1777001464 (DIR=1 walk-backward)
05-13 10:59:44.549 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=73 e2 ea 69 listeners=1
05-13 10:59:44.550 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=13 e2 ea 69 listeners=1
05-13 10:59:44.550 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=fb d5 ea 69 listeners=1
05-13 10:59:44.551 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=3f d1 ea 69 listeners=1
05-13 10:59:44.552 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=70 d0 ea 69 listeners=1
05-13 10:59:44.552 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=c8 cf ea 69 listeners=1
05-13 10:59:44.552 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=f9 ce ea 69 listeners=1
05-13 10:59:44.553 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=91 b9 ea 69 listeners=1
05-13 10:59:44.553 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=d9 b8 ea 69 listeners=1
05-13 10:59:44.554 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=3d b8 ea 69 listeners=1
05-13 10:59:44.554 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=16 49 ea 69 listeners=1
05-13 10:59:44.554 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=aa 6d b7 65 listeners=1
05-13 10:59:44.555 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=ff ff ff ff listeners=1
05-13 10:59:44.555 I/ReactNativeJS( 5250): [ble-trace] backfillBPHistoryOlderThan returned 12 packet(s); first.ts=1777001075 last.ts=1706519978
05-13 10:59:44.556 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.558 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.559 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.563 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.566 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.568 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.571 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'calm_concerned' }
05-13 10:59:44.574 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.577 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.589 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.592 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.595 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:44.930 I/ReactNativeJS( 5250): [ble-trace] backfillBPHistoryOlderThan enter anchorTs=1706519978 (DIR=1 walk-backward)
05-13 10:59:45.020 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:45.025 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=ff ff ff ff listeners=1
05-13 10:59:45.025 I/ReactNativeJS( 5250): [ble-trace] backfillBPHistoryOlderThan returned 0 packet(s); first.ts=n/a last.ts=n/a
05-13 10:59:45.026 I/ReactNativeJS( 5250): '[analytics]', 'sync_completed', { trigger: 'app_foreground',
05-13 10:59:45.026 I/ReactNativeJS( 5250):   batches: 4,
05-13 10:59:45.026 I/ReactNativeJS( 5250):   hitBatchCap: false,
05-13 10:59:45.026 I/ReactNativeJS( 5250):   pulled: 62 }
05-13 10:59:45.049 I/ReactNativeJS( 5250): [ble-trace] applyDeviceConfig skipped — dirty=false force=false sinceFlushMs=339620 (debounce 3600000ms)
05-13 10:59:45.051 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.hr enter cursor.hr=1778669700 days=[2026-05-13]
05-13 10:59:45.052 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.spo2 enter cursor.spo2=2026-05-13 days=[2026-05-13]
05-13 10:59:45.054 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.dayInfo enter cursor.sleep=2026-05-13 cursor.activity=2026-05-13 allDays=[2026-05-13]
05-13 10:59:45.140 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:45.159 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=00 18 05 00 listeners=3
05-13 10:59:45.160 I/ReactNativeJS( 5250): [ble-trace] readHRHistory index totalPackets=24 intervalMinutes=5 (returned to caller)
05-13 10:59:45.161 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=01 00 bf 03 listeners=3
05-13 10:59:45.163 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=02 4f 51 65 listeners=3
05-13 10:59:45.165 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=03 4a 4d 48 listeners=3
05-13 10:59:45.168 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=04 53 4a 4c listeners=3
05-13 10:59:45.169 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=05 43 46 47 listeners=3
05-13 10:59:45.171 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=06 3f 37 3f listeners=3
05-13 10:59:45.172 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=07 44 43 49 listeners=3
05-13 10:59:45.173 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=08 40 48 59 listeners=3
05-13 10:59:45.174 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=09 3c 3e 4b listeners=3
05-13 10:59:45.208 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=0a 00 00 00 listeners=3
05-13 10:59:45.210 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=0b 52 4d 4d listeners=3
05-13 10:59:45.213 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=0c 00 00 00 listeners=3
05-13 10:59:45.216 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=0d 00 00 00 listeners=3
05-13 10:59:45.218 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=0e 00 00 00 listeners=3
05-13 10:59:45.219 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=0f 00 00 00 listeners=3
05-13 10:59:45.220 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=10 00 00 00 listeners=3
05-13 10:59:45.221 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=11 00 00 00 listeners=3
05-13 10:59:45.222 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=12 00 00 00 listeners=3
05-13 10:59:45.223 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=13 00 00 00 listeners=3
05-13 10:59:45.256 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=14 00 00 00 listeners=3
05-13 10:59:45.256 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=15 00 00 00 listeners=3
05-13 10:59:45.257 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=16 00 00 00 listeners=3
05-13 10:59:45.258 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=17 00 00 00 listeners=3
05-13 10:59:45.258 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.hr day=2026-05-13 readHRHistory returned 123 samples (intervalSec=300, sampleWindowSec=300)
05-13 10:59:45.258 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.hr exit totalPulled=0 newestRaw=1778669700
05-13 10:59:45.270 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:45.305 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x2d payload[0..3]=00 04 3c 00 listeners=2
05-13 10:59:45.306 I/ReactNativeJS( 5250): [ble-trace] readSpO2History index totalPackets=4 intervalMinutes=60 (assumed 60 in slice config)
05-13 10:59:45.306 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x2d payload[0..3]=01 00 bf 03 listeners=2
05-13 10:59:45.307 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x2d payload[0..3]=02 61 62 00 listeners=2
05-13 10:59:45.307 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x2d payload[0..3]=03 00 00 00 listeners=2
05-13 10:59:45.308 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.spo2 day=2026-05-13 readSpO2History returned 5 samples
05-13 10:59:45.314 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:45.318 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:45.322 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:45.326 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:45.329 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:45.331 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.spo2 exit totalPulled=5
05-13 10:59:45.331 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x07 payload[0..3]=00 00 26 05 listeners=1
05-13 10:59:45.332 I/ReactNativeJS( 5250): [ble-trace] readDayInfo packet idx=0x00 daysAgo=0 payload=00 00 26 05 13 00 01 21 3b 18 00 00 00 ab
05-13 10:59:45.332 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x07 payload[0..3]=01 00 26 05 listeners=1
05-13 10:59:45.333 I/ReactNativeJS( 5250): [ble-trace] readDayInfo packet idx=0x01 daysAgo=0 payload=01 00 26 05 13 02 57 00 76 01 ab 00 0b 00
05-13 10:59:45.333 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.dayInfo day=2026-05-13 daysAgo=0 activity=steps=289 sleep=min=599
05-13 10:59:45.335 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'activity', count: 1 }
05-13 10:59:45.337 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'calories', count: 1 }
05-13 10:59:45.338 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.dayInfo exit sleepCount=0 activityCount=1
05-13 10:59:45.404 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:45.539 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:45.678 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:45.874 I/ReactNativeJS( 5250): '[analytics]', 'multi_vitals_sync_failed', { reason: '/sync invoke failed: Edge Function returned a non-2xx status code',
05-13 10:59:45.874 I/ReactNativeJS( 5250):   hr_pending: 3089,
05-13 10:59:45.874 I/ReactNativeJS( 5250):   spo2_pending: 123,
05-13 10:59:45.874 I/ReactNativeJS( 5250):   sleep_pending: 7,
05-13 10:59:45.874 I/ReactNativeJS( 5250):   steps_pending: 11,
05-13 10:59:45.874 I/ReactNativeJS( 5250):   calories_pending: 11 }
05-13 10:59:45.879 I/ReactNativeJS( 5250): '[analytics]', 'sync_failed', { trigger: 'app_foreground', reason: 'multi_vitals:sync' }
05-13 10:59:46.072 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:46.192 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:46.305 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:46.441 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:46.574 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:46.710 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:47.070 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:47.210 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:47.357 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:47.513 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:47.663 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:47.811 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:47.958 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:48.107 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:48.243 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:48.396 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:48.562 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:48.716 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:49.146 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:49.278 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:49.409 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:49.538 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:49.662 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:49.773 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:49.914 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:50.044 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:53.292 I/ReactNativeJS( 5250): '[analytics]', 'ble_disconnected', { deviceId: 'CA:BF:55:1F:01:3C',
05-13 10:59:53.292 I/ReactNativeJS( 5250):   reason: 'Operation was cancelled' }
